NaN,-14.85,-13.79,-11.89,-10.82,NaN,NaN,-7.09,-5.47,NaN,-4.06,NaN,-1.92,-0.739999999999998,0.0300000000000011,NaN,3.07,4.33,5.55,6.39,7.5,8.31,9.71,10.6,11.68,13.07,14.85
NaN,NaN,-13.75,-11.45,NaN,NaN,NaN,-7.07,-5.7,-4.76,-4,-2.92,NaN,-1.16,0.210000000000001,NaN,NaN,4.27,NaN,NaN,7.24,8.26,9.5,10.34,11.52,13.11,14.84
NaN,NaN,-13.48,NaN,-10.49,-9.46,NaN,-7.05,-5.45,-4.57,NaN,-2.99,-1.72,-0.989999999999998,0.259999999999998,NaN,3.29,4.23,5.54,NaN,7.5,8.46,9.32,10.64,12.1,NaN,14.92
NaN,-14.85,-13.89,-11.38,-10.27,NaN,NaN,-7.35,NaN,-4.63,-3.89,NaN,NaN,-1.15,0.25,NaN,3.04,4.11,5.65,NaN,7.38,8.28,9.55,10.44,NaN,13.09,14.84
-15.94,NaN,-13.48,-11.85,-10.75,NaN,-8.06,-7.07,-5.45,-4.72,NaN,-3.21,-1.94,-1.05,-0.219999999999999,NaN,NaN,4.15,NaN,6.45,NaN,8.27,9.6,10.74,NaN,13.28,14.92
-15.94,-14.85,-13.99,-11.69,-10.49,-9.45,NaN,-7.52,-5.51,-4.76,-3.95,NaN,NaN,-1.1,0.300000000000001,NaN,2.94,4.14,5.64,NaN,7.26,8.32,9.47,10.62,NaN,13.24,14.92
-15.94,-14.85,-13.91,-11.75,-10.83,NaN,NaN,-7.08,NaN,NaN,-4.29,-2.96,-2.11,-0.949999999999999,0.25,1.85,3.26,4.14,5.76,NaN,7.16,8.13,9.55,10.31,NaN,NaN,14.85
-15.94,-14.85,-13.91,-11.97,-10.56,NaN,NaN,-6.9,NaN,-4.61,NaN,-2.76,-1.84,-1.22,0.190000000000001,NaN,2.87,4.03,5.72,NaN,NaN,8.18,9.42,10.28,12.16,13.28,14.82
-15.94,-14.85,-13.99,-11.92,-10.72,-9.44,NaN,-6.94,NaN,NaN,-3.99,-2.99,-1.83,-1.06,NaN,NaN,3.18,4.18,NaN,NaN,7.42,8.19,NaN,10.32,11.85,NaN,NaN
-15.94,-14.85,-13.99,-11.88,-10.66,NaN,NaN,-7.04,-5.37,-4.37,NaN,NaN,NaN,-1.09,NaN,NaN,NaN,4.12,NaN,NaN,7.45,8.37,9.71,10.34,11.94,NaN,14.87
-15.94,NaN,-13.69,-11.81,-10.79,NaN,NaN,-6.99,NaN,NaN,-4.3,-2.97,NaN,-1.12,0.309999999999999,NaN,NaN,4.14,5.67,NaN,7.36,8.64,NaN,10.76,12.29,NaN,14.93
NaN,-14.84,-13.82,-11.74,-10.42,NaN,NaN,-7.12,NaN,-4.88,-3.83,-2.92,NaN,-1.2,0.239999999999998,NaN,NaN,4.11,NaN,NaN,7.51,8.34,9.49,10.1,12.17,NaN,14.93
NaN,-14.85,-13.87,-12.03,-10.23,NaN,NaN,-7.05,-5.25,NaN,-3.95,-3.24,NaN,-0.98,0.169999999999998,NaN,NaN,4.08,NaN,6.27,7.66,8.33,9.59,10.8,11.75,13.07,14.89
