NaN,-12.16,-10.7,NaN,NaN,-5.8,-4.12,-2.98,-1.8,0.0300000000000011,1.19,2.93,NaN,5,6.86,8.04,9.25,10.84,11.65,13.92
-12.81,NaN,-10.69,-8.5,-6.65,-5.45,-4.19,NaN,-1.99,0.0599999999999987,1.48,2.98,3.85,5.2,6.77,8.49,9.31,11.12,11.79,14.03
-12.95,-12.24,-10.68,NaN,-6.9,-5.71,-4.83,-2.57,-1.7,0.0500000000000007,1.65,3.04,3.93,5.2,7.03,7.95,9.3,10.87,11.9,13.92
-13.07,-12.4,-10.55,NaN,-6.73,-5.63,-4.73,-3.13,-1.85,0.16,1.59,2.98,NaN,5.16,NaN,8.55,NaN,10.8,11.83,14
-12.78,-12.23,-10.24,NaN,-6.5,-5.54,-4.57,-2.93,-1.87,0.120000000000001,1.66,2.96,3.92,4.95,6.6,NaN,9.33,10.82,11.78,NaN
-12.85,-12.39,-10.67,-8.6,-6.73,-5.89,-3.97,NaN,-1.79,0.0399999999999991,1.83,NaN,3.88,5.13,6.83,7.97,9.07,10.67,NaN,14.15
-13.03,-12.24,-10.79,NaN,-7.02,-5.7,-4.67,-2.49,-1.88,0.0199999999999996,1.31,2.91,3.91,5.13,6.73,8.32,9.39,10.97,NaN,13.92
-12.81,NaN,-10.18,NaN,-7.14,-5.68,-4.75,-3.24,-1.96,0.0599999999999987,1.81,3.08,4,5.07,NaN,NaN,9.47,11.01,11.76,13.92
NaN,-12.3,-10.68,NaN,-6.83,-5.76,-4.3,-3.25,-1.84,0.210000000000001,1.78,NaN,3.77,4.69,6.78,8.57,9.28,10.87,NaN,14.15
-12.98,NaN,-10.68,NaN,-7.23,-5.8,-4.34,-2.82,-1.71,0.0599999999999987,1.72,3.12,NaN,4.97,6.86,8.12,9.31,11.16,NaN,14.03
-12.93,NaN,-10.72,NaN,NaN,NaN,-4.29,-2.9,-1.87,0.140000000000001,NaN,2.97,3.92,5.09,6.74,7.96,9.46,11.02,11.89,NaN
-13.04,-12.17,-10.43,-8.46,-6.7,-5.84,-4.14,-3.03,-1.97,0.149999999999999,1.7,NaN,NaN,5.19,6.59,8.21,NaN,10.66,11.61,14.15
-13.07,-12.24,-10.4,-8.48,-6.84,-5.56,NaN,-2.66,-1.8,0.190000000000001,1.75,3.07,3.93,5.17,6.83,7.98,NaN,10.86,11.88,14.15
-12.77,NaN,-10.66,-8.24,-7.22,-5.65,-4.37,-3.09,-1.84,0.129999999999999,1.28,NaN,4.02,4.97,6.72,8.24,9.43,10.77,11.79,14.08
-13.08,-12,-10.64,NaN,-7.12,-5.74,-4.18,-2.85,-1.93,-0.00999999999999801,1.3,3.14,3.85,5.16,6.73,8.53,NaN,10.79,NaN,14.15
-12.92,-12.37,-10.73,NaN,-7.03,-5.73,-4.55,-2.58,-1.71,0.109999999999999,1.38,2.94,3.96,4.73,6.81,8.1,9.5,10.78,NaN,13.92
